#organ id 	 organ name 	 tissue id 	 tissue name 
UBERON_0000160	intestine	UBERON_0000059	large intestine
UBERON_0000160	intestine	UBERON_0000159	anal canal
UBERON_0000160	intestine	UBERON_0000160	intestine
UBERON_0000160	intestine	UBERON_0000168	proximal-distal subdivision of colon
UBERON_0000160	intestine	UBERON_0000314	cecum mucosa
UBERON_0000160	intestine	UBERON_0000317	colonic mucosa
UBERON_0000160	intestine	UBERON_0000320	duodenal mucosa
UBERON_0000160	intestine	UBERON_0000331	ileal mucosa
UBERON_0000160	intestine	UBERON_0000333	intestinal gland
UBERON_0000160	intestine	UBERON_0000397	colonic epithelium
UBERON_0000160	intestine	UBERON_0000399	jejunal mucosa
UBERON_0000160	intestine	UBERON_0000400	jejunal epithelium
UBERON_0000160	intestine	UBERON_0000569	ileocecal valve
UBERON_0000160	intestine	UBERON_0001052	rectum
UBERON_0000160	intestine	UBERON_0001073	ileocecal junction
UBERON_0000160	intestine	UBERON_0001153	caecum
UBERON_0000160	intestine	UBERON_0001154	vermiform appendix
UBERON_0000160	intestine	UBERON_0001155	colon
UBERON_0000160	intestine	UBERON_0001156	ascending colon
UBERON_0000160	intestine	UBERON_0001157	transverse colon
UBERON_0000160	intestine	UBERON_0001158	descending colon
UBERON_0000160	intestine	UBERON_0001159	sigmoid colon
UBERON_0000160	intestine	UBERON_0001168	wall of small intestine
UBERON_0000160	intestine	UBERON_0001169	wall of large intestine
UBERON_0000160	intestine	UBERON_0001170	mesentery of small intestine
UBERON_0000160	intestine	UBERON_0001204	mucosa of small intestine
UBERON_0000160	intestine	UBERON_0001205	submucosa of small intestine
UBERON_0000160	intestine	UBERON_0001206	serosa of small intestine
UBERON_0000160	intestine	UBERON_0001207	mucosa of large intestine
UBERON_0000160	intestine	UBERON_0001208	submucosa of large intestine
UBERON_0000160	intestine	UBERON_0001209	serosa of large intestine
UBERON_0000160	intestine	UBERON_0001210	muscularis mucosae of small intestine
UBERON_0000160	intestine	UBERON_0001211	Peyer's patch
UBERON_0000160	intestine	UBERON_0001213	intestinal villus
UBERON_0000160	intestine	UBERON_0001238	lamina propria of small intestine
UBERON_0000160	intestine	UBERON_0001239	muscularis mucosae of large intestine
UBERON_0000160	intestine	UBERON_0001240	muscularis mucosae of intestine
UBERON_0000160	intestine	UBERON_0001241	crypt of Lieberkuhn of small intestine
UBERON_0000160	intestine	UBERON_0001242	intestinal mucosa
UBERON_0000160	intestine	UBERON_0001243	serosa of intestine
UBERON_0000160	intestine	UBERON_0001262	wall of intestine
UBERON_0000160	intestine	UBERON_0001277	intestinal epithelium
UBERON_0000160	intestine	UBERON_0001278	epithelium of large intestine
UBERON_0000160	intestine	UBERON_0001357	inferior rectal artery
UBERON_0000160	intestine	UBERON_0001902	epithelium of small intestine
UBERON_0000160	intestine	UBERON_0001983	crypt of Lieberkuhn
UBERON_0000160	intestine	UBERON_0001984	crypt of Lieberkuhn of large intestine
UBERON_0000160	intestine	UBERON_0002108	small intestine
UBERON_0000160	intestine	UBERON_0002115	jejunum
UBERON_0000160	intestine	UBERON_0002116	ileum
UBERON_0000160	intestine	UBERON_0002439	myenteric nerve plexus
UBERON_0000160	intestine	UBERON_0003329	submucosa of anal canal
UBERON_0000160	intestine	UBERON_0003330	submucosa of rectum
UBERON_0000160	intestine	UBERON_0003331	submucosa of colon
UBERON_0000160	intestine	UBERON_0003332	submucosa of duodenum
UBERON_0000160	intestine	UBERON_0003333	submucosa of jejunum
UBERON_0000160	intestine	UBERON_0003334	serosa of rectum
UBERON_0000160	intestine	UBERON_0003335	serosa of colon
UBERON_0000160	intestine	UBERON_0003336	serosa of duodenum
UBERON_0000160	intestine	UBERON_0003337	serosa of jejunum
UBERON_0000160	intestine	UBERON_0003342	mucosa of anal canal
UBERON_0000160	intestine	UBERON_0003346	mucosa of rectum
UBERON_0000160	intestine	UBERON_0003354	epithelium of rectum
UBERON_0000160	intestine	UBERON_0003395	mesentery of rectum
UBERON_0000160	intestine	UBERON_0003396	mesentery of colon
UBERON_0000160	intestine	UBERON_0003397	mesentery of duodenum
UBERON_0000160	intestine	UBERON_0003398	mesentery of jejunum
UBERON_0000160	intestine	UBERON_0003453	large intestine Peyer's patch
UBERON_0000160	intestine	UBERON_0003454	small intestine Peyer's patch
UBERON_0000160	intestine	UBERON_0003705	Meckel's diverticulum
UBERON_0000160	intestine	UBERON_0004220	large intestine smooth muscle
UBERON_0000160	intestine	UBERON_0004221	intestine smooth muscle
UBERON_0000160	intestine	UBERON_0004239	small intestine smooth muscle
UBERON_0000160	intestine	UBERON_0004693	Peyer's patch epithelium
UBERON_0000160	intestine	UBERON_0004697	Peyer's patch germinal center
UBERON_0000160	intestine	UBERON_0004757	rectal salt gland
UBERON_0000160	intestine	UBERON_0004760	gland of anal canal
UBERON_0000160	intestine	UBERON_0004913	hepatopancreatic ampulla
UBERON_0000160	intestine	UBERON_0004914	duodenal papilla
UBERON_0000160	intestine	UBERON_0004915	sphincter of hepatopancreatic ampulla
UBERON_0000160	intestine	UBERON_0004927	submucosa of cecum
UBERON_0000160	intestine	UBERON_0004928	submucosa of appendix
UBERON_0000160	intestine	UBERON_0004929	submucosa of ascending colon
UBERON_0000160	intestine	UBERON_0004930	submucosa of transverse colon
UBERON_0000160	intestine	UBERON_0004931	submucosa of descending colon
UBERON_0000160	intestine	UBERON_0004932	submucosa of sigmoid colon
UBERON_0000160	intestine	UBERON_0004946	submucosa of ileum
UBERON_0000160	intestine	UBERON_0004989	mucosa of appendix
UBERON_0000160	intestine	UBERON_0004990	mucosa of ascending colon
UBERON_0000160	intestine	UBERON_0004991	mucosa of transverse colon
UBERON_0000160	intestine	UBERON_0004992	mucosa of descending colon
UBERON_0000160	intestine	UBERON_0004993	mucosa of sigmoid colon
UBERON_0000160	intestine	UBERON_0005636	caecum epithelium
UBERON_0000160	intestine	UBERON_0005643	foregut duodenum epithelium
UBERON_0000160	intestine	UBERON_0005644	midgut duodenum epithelium
UBERON_0000160	intestine	UBERON_0005677	caecum mesentery
UBERON_0000160	intestine	UBERON_0005686	caecum dorsal mesentery
UBERON_0000160	intestine	UBERON_0005711	foregut duodenum mesentery
UBERON_0000160	intestine	UBERON_0005712	midgut duodenum mesentery
UBERON_0000160	intestine	UBERON_0006359	mesoduodenum
UBERON_0000160	intestine	UBERON_0006574	pectinate line
UBERON_0000160	intestine	UBERON_0007177	lamina propria of mucosa of colon
UBERON_0000160	intestine	UBERON_0007178	muscularis mucosae of colon
UBERON_0000160	intestine	UBERON_0008342	intestinal villus of duodenum
UBERON_0000160	intestine	UBERON_0008343	intestinal villus of jejunum
UBERON_0000160	intestine	UBERON_0008344	intestinal villus of ileum
UBERON_0000160	intestine	UBERON_0008345	ileal epithelium
UBERON_0000160	intestine	UBERON_0008346	duodenal epithelium
UBERON_0000160	intestine	UBERON_0008971	left colon
UBERON_0000160	intestine	UBERON_0008972	right colon
UBERON_0000160	intestine	UBERON_0009130	dorsal meso-duodenum
UBERON_0000160	intestine	UBERON_0009566	intestinal submucosa
UBERON_0000160	intestine	UBERON_0009697	epithelium of appendix
UBERON_0000160	intestine	UBERON_0009882	anal column
UBERON_0000160	intestine	UBERON_0010016	spiral valve of intestine
UBERON_0000160	intestine	UBERON_0010239	spiral colon
UBERON_0000160	intestine	UBERON_0010386	Peyer's patch follicle
UBERON_0000160	intestine	UBERON_0010387	Peyer's patch T cell area
UBERON_0000160	intestine	UBERON_0011184	epithelium of crypt of Lieberkuhn
UBERON_0000160	intestine	UBERON_0011189	lamina propria of large intestine
UBERON_0000160	intestine	UBERON_0011198	muscle layer of large intestine
UBERON_0000160	intestine	UBERON_0011201	muscle layer of small intestine
UBERON_0000160	intestine	UBERON_0012271	major duodenal papilla
UBERON_0000160	intestine	UBERON_0012272	minor duodenal papilla
UBERON_0000160	intestine	UBERON_0012367	muscle layer of intestine
UBERON_0000160	intestine	UBERON_0012377	muscle layer of jejunum
UBERON_0000160	intestine	UBERON_0012398	large intestine smooth muscle circular layer
UBERON_0000160	intestine	UBERON_0012399	large intestine smooth muscle longitudinal layer
UBERON_0000160	intestine	UBERON_0012401	small intestine smooth muscle circular layer
UBERON_0000160	intestine	UBERON_0012402	small intestine smooth muscle longitudinal layer
UBERON_0000160	intestine	UBERON_0012419	taenia coli
UBERON_0000160	intestine	UBERON_0012425	striated border microvillus layer
UBERON_0000160	intestine	UBERON_0012427	intestinal brush border layer
UBERON_0000160	intestine	UBERON_0012474	hepatic cecum
UBERON_0000160	intestine	UBERON_0012488	muscle layer of duodenum
UBERON_0000160	intestine	UBERON_0012489	muscle layer of colon
UBERON_0000160	intestine	UBERON_0012490	muscle layer of anal canal
UBERON_0000160	intestine	UBERON_0012494	muscularis mucosae of duodenum
UBERON_0000160	intestine	UBERON_0012497	muscularis mucosae of rectum
UBERON_0000160	intestine	UBERON_0012498	serosa of appendix
UBERON_0000160	intestine	UBERON_0012652	colorectum
UBERON_0000160	intestine	UBERON_0013067	colorectal mucosa
UBERON_0000160	intestine	UBERON_0013478	cecal tonsil
UBERON_0000160	intestine	UBERON_0013481	crypt of Lieberkuhn of ileum
UBERON_0000160	intestine	UBERON_0013482	crypt of Lieberkuhn of duodenum
UBERON_0000160	intestine	UBERON_0013483	crypt of Lieberkuhn of jejunum
UBERON_0000160	intestine	UBERON_0013485	crypt of Lieberkuhn of colon
UBERON_0000160	intestine	UBERON_0013486	crypt of Lieberkuhn of appendix
UBERON_0000160	intestine	UBERON_0013636	epithelium of intestinal villus
UBERON_0000160	intestine	UBERON_0013689	appendix lymphoid tissue
UBERON_0000160	intestine	UBERON_0013695	colon endothelium
UBERON_0000160	intestine	UBERON_0013739	base of crypt of Lieberkuhn
UBERON_0000160	intestine	UBERON_0013740	wall of crypt of Lieberkuhn
UBERON_0000160	intestine	UBERON_0013741	base of crypt of Lieberkuhn of large intestine
UBERON_0000160	intestine	UBERON_0013742	wall of crypt of Lieberkuhn of large intestine
UBERON_0000160	intestine	UBERON_0013743	base of crypt of Lieberkuhn of small intestine
UBERON_0000160	intestine	UBERON_0013744	wall of crypt of Lieberkuhn of small intestine
UBERON_0000160	intestine	UBERON_0014390	muscle layer of ileum
UBERON_0000160	intestine	UBERON_0015716	anal canal epithelium
UBERON_0000160	intestine	UBERON_0015834	duodenum lamina propria
UBERON_0000160	intestine	UBERON_0016517	lumen of jejunum
UBERON_0000160	intestine	UBERON_0016519	muscularis mucosae of jejunum
UBERON_0000160	intestine	UBERON_0017626	transverse folds of rectum
UBERON_0000160	intestine	UBERON_0017627	rectal valve
UBERON_0000160	intestine	UBERON_0018111	muscle layer of rectum
UBERON_0000160	intestine	UBERON_0018112	rectum smooth muscle tissue
UBERON_0000160	intestine	UBERON_0018410	lacteal
UBERON_0000160	intestine	UBERON_0022275	colic flexure
UBERON_0000160	intestine	UBERON_0022276	splenic flexure of colon
UBERON_0000160	intestine	UBERON_0022277	hepatic flexure of colon
UBERON_0000160	intestine	UBERON_0022280	epithelium of crypt of Lieberkuhn of small intestine
UBERON_0000160	intestine	UBERON_0022281	epithelium of crypt of Lieberkuhn of large intestine
UBERON_0000160	intestine	UBERON_0022357	mesentery of ileum
UBERON_0000160	intestine	UBERON_0035243	anal sinus
UBERON_0000160	intestine	UBERON_0035377	transverse fold of rectum
UBERON_0000160	intestine	UBERON_0035805	muscle layer of sigmoid colon
UBERON_0000160	intestine	UBERON_2001076	intestinal bulb
UBERON_0000160	intestine	UBERON_2005126	intestinal bulb epithelium
UBERON_0000160	intestine	UBERON_2005256	intervillus pockets
UBERON_0000160	intestine	UBERON_2005273	intestinal mucosal muscle
UBERON_0000167	oral cavity	UBERON_0000167	oral cavity
UBERON_0000178	blood	UBERON_0000178	blood
UBERON_0000178	blood	UBERON_0001969	blood plasma
UBERON_0000178	blood	UBERON_0012168	umbilical cord blood
UBERON_0000178	blood	UBERON_0013755	arterial blood
UBERON_0000178	blood	UBERON_0013756	venous blood
UBERON_0000178	blood	UBERON_0013757	capillary blood
UBERON_0000310	breast	UBERON_0000310	breast
UBERON_0000310	breast	UBERON_0005200	thoracic mammary gland
UBERON_0000310	breast	UBERON_0008367	breast epithelium
UBERON_0000310	breast	UBERON_0012103	suspensory ligament of breast
UBERON_0000310	breast	UBERON_0016410	male breast
UBERON_0000310	breast	UBERON_0018538	breast feather
UBERON_0000310	breast	UBERON_0018540	breast feather tract
UBERON_0000310	breast	UBERON_0035289	axillary tail of breast
UBERON_0000310	breast	UBERON_0035328	upper outer quadrant of breast
UBERON_0000310	breast	UBERON_0035365	lower outer quadrant of breast
UBERON_0000310	breast	UBERON_0035477	lower inner quadrant of breast
UBERON_0000310	breast	UBERON_0035542	upper inner quadrant of breast
UBERON_0000310	breast	UBERON_0035634	quadrant of breast
UBERON_0000310	breast	UBERON_0035635	upper quadrant of breast
UBERON_0000310	breast	UBERON_0035636	lower quadrant of breast
UBERON_0000310	breast	UBERON_0035637	inner quadrant of breast
UBERON_0000310	breast	UBERON_0035638	outer quadrant of breast
UBERON_0000341	throat	UBERON_0000341	throat
UBERON_0000341	throat	UBERON_0010854	skin of front of neck
UBERON_0000341	throat	UBERON_0010880	gular fold
UBERON_0000341	throat	UBERON_0013165	epiglottic vallecula
UBERON_0000344	mucosa	UBERON_0000030	lamina propria
UBERON_0000344	mucosa	UBERON_0000031	lamina propria of trachea
UBERON_0000344	mucosa	UBERON_0000314	cecum mucosa
UBERON_0000344	mucosa	UBERON_0000317	colonic mucosa
UBERON_0000344	mucosa	UBERON_0000320	duodenal mucosa
UBERON_0000344	mucosa	UBERON_0000325	gastric gland
UBERON_0000344	mucosa	UBERON_0000331	ileal mucosa
UBERON_0000344	mucosa	UBERON_0000333	intestinal gland
UBERON_0000344	mucosa	UBERON_0000344	mucosa
UBERON_0000344	mucosa	UBERON_0000355	pharyngeal mucosa
UBERON_0000344	mucosa	UBERON_0000379	tracheal mucosa
UBERON_0000344	mucosa	UBERON_0000396	vallate papilla
UBERON_0000344	mucosa	UBERON_0000397	colonic epithelium
UBERON_0000344	mucosa	UBERON_0000399	jejunal mucosa
UBERON_0000344	mucosa	UBERON_0000400	jejunal epithelium
UBERON_0000344	mucosa	UBERON_0000410	bronchial mucosa
UBERON_0000344	mucosa	UBERON_0000424	gastric pit
UBERON_0000344	mucosa	UBERON_0001199	mucosa of stomach
UBERON_0000344	mucosa	UBERON_0001203	muscularis mucosae of stomach
UBERON_0000344	mucosa	UBERON_0001204	mucosa of small intestine
UBERON_0000344	mucosa	UBERON_0001207	mucosa of large intestine
UBERON_0000344	mucosa	UBERON_0001210	muscularis mucosae of small intestine
UBERON_0000344	mucosa	UBERON_0001211	Peyer's patch
UBERON_0000344	mucosa	UBERON_0001213	intestinal villus
UBERON_0000344	mucosa	UBERON_0001238	lamina propria of small intestine
UBERON_0000344	mucosa	UBERON_0001239	muscularis mucosae of large intestine
UBERON_0000344	mucosa	UBERON_0001240	muscularis mucosae of intestine
UBERON_0000344	mucosa	UBERON_0001241	crypt of Lieberkuhn of small intestine
UBERON_0000344	mucosa	UBERON_0001242	intestinal mucosa
UBERON_0000344	mucosa	UBERON_0001253	lamina propria of ureter
UBERON_0000344	mucosa	UBERON_0001259	mucosa of urinary bladder
UBERON_0000344	mucosa	UBERON_0001261	lamina propria of urinary bladder
UBERON_0000344	mucosa	UBERON_0001276	epithelium of stomach
UBERON_0000344	mucosa	UBERON_0001277	intestinal epithelium
UBERON_0000344	mucosa	UBERON_0001278	epithelium of large intestine
UBERON_0000344	mucosa	UBERON_0001295	endometrium
UBERON_0000344	mucosa	UBERON_0001726	papilla of tongue
UBERON_0000344	mucosa	UBERON_0001824	mucosa of larynx
UBERON_0000344	mucosa	UBERON_0001826	nasal cavity mucosa
UBERON_0000344	mucosa	UBERON_0001828	gingiva
UBERON_0000344	mucosa	UBERON_0001830	minor salivary gland
UBERON_0000344	mucosa	UBERON_0001902	epithelium of small intestine
UBERON_0000344	mucosa	UBERON_0001949	gingival epithelium
UBERON_0000344	mucosa	UBERON_0001955	epithelium of respiratory bronchiole
UBERON_0000344	mucosa	UBERON_0001958	terminal bronchiole epithelium
UBERON_0000344	mucosa	UBERON_0001974	lamina propria of esophagus
UBERON_0000344	mucosa	UBERON_0001976	epithelium of esophagus
UBERON_0000344	mucosa	UBERON_0001983	crypt of Lieberkuhn
UBERON_0000344	mucosa	UBERON_0001984	crypt of Lieberkuhn of large intestine
UBERON_0000344	mucosa	UBERON_0001997	olfactory epithelium
UBERON_0000344	mucosa	UBERON_0002051	epithelium of bronchiole
UBERON_0000344	mucosa	UBERON_0002232	olfactory gland
UBERON_0000344	mucosa	UBERON_0002326	lamina propria of urethra
UBERON_0000344	mucosa	UBERON_0002337	endometrial stroma
UBERON_0000344	mucosa	UBERON_0002338	lamina propria of bronchus
UBERON_0000344	mucosa	UBERON_0002424	oral epithelium
UBERON_0000344	mucosa	UBERON_0002447	palatine gland
UBERON_0000344	mucosa	UBERON_0002448	fungiform papilla
UBERON_0000344	mucosa	UBERON_0002451	endometrial gland
UBERON_0000344	mucosa	UBERON_0002467	filiform papilla
UBERON_0000344	mucosa	UBERON_0002468	foliate papilla
UBERON_0000344	mucosa	UBERON_0002469	esophagus mucosa
UBERON_0000344	mucosa	UBERON_0003342	mucosa of anal canal
UBERON_0000344	mucosa	UBERON_0003343	mucosa of oral region
UBERON_0000344	mucosa	UBERON_0003346	mucosa of rectum
UBERON_0000344	mucosa	UBERON_0003350	epithelium of mucosa
UBERON_0000344	mucosa	UBERON_0003354	epithelium of rectum
UBERON_0000344	mucosa	UBERON_0003453	large intestine Peyer's patch
UBERON_0000344	mucosa	UBERON_0003454	small intestine Peyer's patch
UBERON_0000344	mucosa	UBERON_0003729	mouth mucosa
UBERON_0000344	mucosa	UBERON_0004645	urinary bladder urothelium
UBERON_0000344	mucosa	UBERON_0004648	esophagus muscularis mucosa
UBERON_0000344	mucosa	UBERON_0004650	tongue keratinized epithelium
UBERON_0000344	mucosa	UBERON_0004693	Peyer's patch epithelium
UBERON_0000344	mucosa	UBERON_0004697	Peyer's patch germinal center
UBERON_0000344	mucosa	UBERON_0004779	respiratory system lamina propria
UBERON_0000344	mucosa	UBERON_0004780	gastrointestinal system lamina propria
UBERON_0000344	mucosa	UBERON_0004781	gall bladder lamina propria
UBERON_0000344	mucosa	UBERON_0004785	respiratory system mucosa
UBERON_0000344	mucosa	UBERON_0004786	gastrointestinal system mucosa
UBERON_0000344	mucosa	UBERON_0004789	larynx mucous gland
UBERON_0000344	mucosa	UBERON_0004811	endometrium epithelium
UBERON_0000344	mucosa	UBERON_0004913	hepatopancreatic ampulla
UBERON_0000344	mucosa	UBERON_0004914	duodenal papilla
UBERON_0000344	mucosa	UBERON_0004915	sphincter of hepatopancreatic ampulla
UBERON_0000344	mucosa	UBERON_0004980	mucosa of ureter
UBERON_0000344	mucosa	UBERON_0004982	mucosa of epiglottis
UBERON_0000344	mucosa	UBERON_0004983	mucosa of vagina
UBERON_0000344	mucosa	UBERON_0004984	mucosa of seminal vesicle
UBERON_0000344	mucosa	UBERON_0004985	mucosa of ejaculatory duct
UBERON_0000344	mucosa	UBERON_0004986	mucosa of deferent duct
UBERON_0000344	mucosa	UBERON_0004987	mucosa of laryngopharynx
UBERON_0000344	mucosa	UBERON_0004988	mucosa of cystic duct
UBERON_0000344	mucosa	UBERON_0004989	mucosa of appendix
UBERON_0000344	mucosa	UBERON_0004990	mucosa of ascending colon
UBERON_0000344	mucosa	UBERON_0004991	mucosa of transverse colon
UBERON_0000344	mucosa	UBERON_0004992	mucosa of descending colon
UBERON_0000344	mucosa	UBERON_0004993	mucosa of sigmoid colon
UBERON_0000344	mucosa	UBERON_0004994	mucosa of fundus of stomach
UBERON_0000344	mucosa	UBERON_0004995	mucosa of body of stomach
UBERON_0000344	mucosa	UBERON_0004996	mucosa of cardia of stomach
UBERON_0000344	mucosa	UBERON_0004997	mucosa of pyloric antrum
UBERON_0000344	mucosa	UBERON_0004998	mucosa of pylorus
UBERON_0000344	mucosa	UBERON_0004999	mucosa of biliary tree
UBERON_0000344	mucosa	UBERON_0005000	mucosa of common bile duct
UBERON_0000344	mucosa	UBERON_0005001	mucosa of common hepatic duct
UBERON_0000344	mucosa	UBERON_0005002	mucosa of right hepatic duct
UBERON_0000344	mucosa	UBERON_0005003	mucosa of left hepatic duct
UBERON_0000344	mucosa	UBERON_0005004	mucosa of right ureter
UBERON_0000344	mucosa	UBERON_0005005	mucosa of left ureter
UBERON_0000344	mucosa	UBERON_0005006	mucosa of renal pelvis
UBERON_0000344	mucosa	UBERON_0005007	mucosa of major calyx
UBERON_0000344	mucosa	UBERON_0005008	mucosa of minor calyx
UBERON_0000344	mucosa	UBERON_0005009	mucosa of trigone of urinary bladder
UBERON_0000344	mucosa	UBERON_0005010	mucosa of neck of urinary bladder
UBERON_0000344	mucosa	UBERON_0005011	mucosa of right uterine tube
UBERON_0000344	mucosa	UBERON_0005012	mucosa of left uterine tube
UBERON_0000344	mucosa	UBERON_0005013	mucosa of male urethra
UBERON_0000344	mucosa	UBERON_0005014	mucosa of female urethra
UBERON_0000344	mucosa	UBERON_0005015	mucosa of prostatic urethra
UBERON_0000344	mucosa	UBERON_0005016	mucosa of intermediate urethra
UBERON_0000344	mucosa	UBERON_0005017	mucosa of lacrimal sac
UBERON_0000344	mucosa	UBERON_0005018	mucosa of nasal septum
UBERON_0000344	mucosa	UBERON_0005019	mucosa of palate
UBERON_0000344	mucosa	UBERON_0005020	mucosa of tongue
UBERON_0000344	mucosa	UBERON_0005021	mucosa of sphenoidal sinus
UBERON_0000344	mucosa	UBERON_0005022	mucosa of nasopharynx
UBERON_0000344	mucosa	UBERON_0005023	mucosa of oropharynx
UBERON_0000344	mucosa	UBERON_0005024	mucosa of soft palate
UBERON_0000344	mucosa	UBERON_0005025	mucosa of uvula
UBERON_0000344	mucosa	UBERON_0005026	mucosa of middle ear
UBERON_0000344	mucosa	UBERON_0005027	mucosa of frontal sinus
UBERON_0000344	mucosa	UBERON_0005028	mucosa of maxillary sinus
UBERON_0000344	mucosa	UBERON_0005029	mucosa of lacrimal canaliculus
UBERON_0000344	mucosa	UBERON_0005030	mucosa of paranasal sinus
UBERON_0000344	mucosa	UBERON_0005031	mucosa of upper lip
UBERON_0000344	mucosa	UBERON_0005032	mucosa of lower lip
UBERON_0000344	mucosa	UBERON_0005033	mucosa of gallbladder
UBERON_0000344	mucosa	UBERON_0005034	mucosa of right main bronchus
UBERON_0000344	mucosa	UBERON_0005035	mucosa of left main bronchus
UBERON_0000344	mucosa	UBERON_0005036	mucosa of main bronchus
UBERON_0000344	mucosa	UBERON_0005037	mucosa of lobar bronchus
UBERON_0000344	mucosa	UBERON_0005038	mucosa of segmental bronchus
UBERON_0000344	mucosa	UBERON_0005039	mucosa of bronchiole
UBERON_0000344	mucosa	UBERON_0005040	mucosa of terminal bronchiole
UBERON_0000344	mucosa	UBERON_0005041	mucosa of respiratory bronchiole
UBERON_0000344	mucosa	UBERON_0005043	mucosa of nasolacrimal duct
UBERON_0000344	mucosa	UBERON_0005044	mucosa of pharyngotympanic tube
UBERON_0000344	mucosa	UBERON_0005045	mucosa of ethmoidal sinus
UBERON_0000344	mucosa	UBERON_0005046	mucosa of hard palate
UBERON_0000344	mucosa	UBERON_0005047	mucosa of vocal fold
UBERON_0000344	mucosa	UBERON_0005048	mucosa of uterine tube
UBERON_0000344	mucosa	UBERON_0005049	mucosa of infundibulum of uterine tube
UBERON_0000344	mucosa	UBERON_0005334	oral lamina propria
UBERON_0000344	mucosa	UBERON_0005384	nasal cavity epithelium
UBERON_0000344	mucosa	UBERON_0005385	nasal cavity respiratory epithelium
UBERON_0000344	mucosa	UBERON_0005386	olfactory segment of nasal mucosa
UBERON_0000344	mucosa	UBERON_0005477	stomach fundus epithelium
UBERON_0000344	mucosa	UBERON_0005636	caecum epithelium
UBERON_0000344	mucosa	UBERON_0005637	pyloric region epithelium
UBERON_0000344	mucosa	UBERON_0005643	foregut duodenum epithelium
UBERON_0000344	mucosa	UBERON_0005644	midgut duodenum epithelium
UBERON_0000344	mucosa	UBERON_0005912	transitional epithelium of major calyx
UBERON_0000344	mucosa	UBERON_0006330	anterior lingual gland
UBERON_0000344	mucosa	UBERON_0006676	muscularis mucosa
UBERON_0000344	mucosa	UBERON_0006689	frenulum of tongue
UBERON_0000344	mucosa	UBERON_0006815	areolar connective tissue
UBERON_0000344	mucosa	UBERON_0006912	urinary bladder muscularis mucosa
UBERON_0000344	mucosa	UBERON_0006916	non-keratinized epithelium of tongue
UBERON_0000344	mucosa	UBERON_0006919	tongue squamous epithelium
UBERON_0000344	mucosa	UBERON_0006920	esophagus squamous epithelium
UBERON_0000344	mucosa	UBERON_0006921	stomach squamous epithelium
UBERON_0000344	mucosa	UBERON_0006924	stomach glandular epithelium
UBERON_0000344	mucosa	UBERON_0006931	stomach glandular region mucosa
UBERON_0000344	mucosa	UBERON_0006956	buccal mucosa
UBERON_0000344	mucosa	UBERON_0007177	lamina propria of mucosa of colon
UBERON_0000344	mucosa	UBERON_0007178	muscularis mucosae of colon
UBERON_0000344	mucosa	UBERON_0008285	rumen epithelium
UBERON_0000344	mucosa	UBERON_0008342	intestinal villus of duodenum
UBERON_0000344	mucosa	UBERON_0008343	intestinal villus of jejunum
UBERON_0000344	mucosa	UBERON_0008344	intestinal villus of ileum
UBERON_0000344	mucosa	UBERON_0008345	ileal epithelium
UBERON_0000344	mucosa	UBERON_0008346	duodenal epithelium
UBERON_0000344	mucosa	UBERON_0008420	buccal epithelium
UBERON_0000344	mucosa	UBERON_0008790	rugal fold
UBERON_0000344	mucosa	UBERON_0008791	rugal fold of stomach
UBERON_0000344	mucosa	UBERON_0008798	rugal fold of vagina
UBERON_0000344	mucosa	UBERON_0008799	transverse palatine fold
UBERON_0000344	mucosa	UBERON_0008859	cardiac gastric gland
UBERON_0000344	mucosa	UBERON_0008860	intermediate gastric gland
UBERON_0000344	mucosa	UBERON_0008861	pyloric gastric gland
UBERON_0000344	mucosa	UBERON_0009671	nasal fin
UBERON_0000344	mucosa	UBERON_0009672	oronasal membrane
UBERON_0000344	mucosa	UBERON_0009697	epithelium of appendix
UBERON_0000344	mucosa	UBERON_0009971	principal gastric gland
UBERON_0000344	mucosa	UBERON_0010038	fundic gastric gland
UBERON_0000344	mucosa	UBERON_0010040	stomach non-glandular epithelium
UBERON_0000344	mucosa	UBERON_0010052	mucosa of dorsum of tongue
UBERON_0000344	mucosa	UBERON_0010153	rumen papilla
UBERON_0000344	mucosa	UBERON_0010154	inner lining mucosa of the abomasum
UBERON_0000344	mucosa	UBERON_0010386	Peyer's patch follicle
UBERON_0000344	mucosa	UBERON_0010387	Peyer's patch T cell area
UBERON_0000344	mucosa	UBERON_0011184	epithelium of crypt of Lieberkuhn
UBERON_0000344	mucosa	UBERON_0011189	lamina propria of large intestine
UBERON_0000344	mucosa	UBERON_0011601	gingiva of upper jaw
UBERON_0000344	mucosa	UBERON_0011602	gingiva of lower jaw
UBERON_0000344	mucosa	UBERON_0011642	oral epithelium from ectoderm
UBERON_0000344	mucosa	UBERON_0011949	endometrium luminal epithelium
UBERON_0000344	mucosa	UBERON_0011986	mucosa of infraorbital sinus
UBERON_0000344	mucosa	UBERON_0012247	cervical gland
UBERON_0000344	mucosa	UBERON_0012248	cervical mucosa
UBERON_0000344	mucosa	UBERON_0012271	major duodenal papilla
UBERON_0000344	mucosa	UBERON_0012272	minor duodenal papilla
UBERON_0000344	mucosa	UBERON_0012276	endometrium glandular epithelium
UBERON_0000344	mucosa	UBERON_0012278	gland of nasal mucosa
UBERON_0000344	mucosa	UBERON_0012287	Rathkes pouch epithelium
UBERON_0000344	mucosa	UBERON_0012295	Guérin's valve
